edad,segmento,saldo_total,numero_productos,visitas_app_mes,usa_web,usa_tarjeta_credito,reclamos_6m,satisfaccion_encuesta,tasa_credito_personal,rango_ingresos,region,cerrara_cuenta
29,Estándar,1749.68,4,3,1,1,0,4.2,35.5,Bajo,Costa,1
60,Estándar,29145.44,1,8,1,1,2,3.2,41.03,Alto,Costa,0
44,Estándar,12484.0,3,3,1,0,2,1.9,43.72,Bajo,Selva,0
56,Premium,0.0,2,7,1,1,0,4.1,40.02,Medio,Sierra,0
28,Preferente,32613.77,1,7,1,0,0,2.4,39.7,Bajo,Costa,0
36,Estándar,29840.28,4,7,1,1,0,2.8,34.15,Alto,Costa,0
29,Estándar,11116.03,3,1,1,1,1,4.2,40.19,Bajo,Sierra,0
56,Preferente,19438.73,3,4,0,1,1,1.2,31.26,Medio,Costa,1
56,Estándar,24540.33,3,9,1,1,0,3.0,31.56,Medio,Selva,0
35,Estándar,0.0,5,10,1,1,0,1.9,30.79,Medio,Sierra,0
52,Estándar,9098.23,1,8,1,1,0,1.6,33.5,Bajo,Costa,1
69,Estándar,10045.07,3,3,1,1,0,3.9,35.65,Medio,Costa,0
56,Premium,9919.88,3,6,0,1,0,3.0,37.95,Medio,Costa,0
50,Estándar,32432.61,4,13,1,1,0,3.1,37.82,Alto,Costa,0
43,Estándar,18418.34,5,2,1,0,0,2.5,16.53,Medio,Sierra,0
24,Estándar,40135.09,1,3,0,1,0,4.6,22.39,Medio,Costa,0
37,Estándar,3856.72,3,13,1,1,1,2.7,46.23,Bajo,Sierra,0
62,Preferente,10095.31,5,8,0,1,1,3.0,41.28,Bajo,Costa,0
72,Estándar,26871.4,2,6,1,1,0,3.9,36.06,Bajo,Sierra,1
73,Estándar,29072.92,3,1,1,1,0,1.8,46.43,Medio,Costa,1
48,Estándar,20941.92,4,7,1,1,0,1.5,35.28,Alto,Sierra,0
32,Preferente,24454.98,1,7,1,1,0,4.0,29.37,Bajo,Costa,0
47,Preferente,59381.26,5,7,1,1,0,4.6,38.3,Bajo,Sierra,0
66,Preferente,31692.25,2,10,1,0,0,2.0,30.18,Bajo,Costa,0
33,Preferente,26049.21,3,2,0,0,1,1.6,26.95,Medio,Sierra,1
55,Preferente,30028.55,2,6,1,1,2,1.4,31.22,Alto,Selva,0
31,Estándar,15282.35,1,4,1,1,0,1.8,40.31,Bajo,Sierra,0
27,Estándar,2434.66,5,11,0,0,3,2.2,42.09,Bajo,Costa,0
64,Estándar,27818.88,5,6,0,0,0,1.4,23.44,Medio,Selva,0
26,Estándar,26874.78,3,5,0,1,0,4.0,25.01,Alto,Sierra,0
67,Premium,0.0,1,0,0,0,0,4.3,34.67,Medio,Costa,0
46,Estándar,737.46,5,9,0,0,0,4.7,50.35,Bajo,Costa,0
59,Estándar,7333.29,5,5,1,1,0,4.4,35.7,Bajo,Selva,0
41,Estándar,15225.65,1,5,0,1,0,4.3,21.78,Muy Alto,Sierra,0
34,Estándar,16005.36,5,5,1,1,1,1.3,31.97,Bajo,Selva,0
24,Preferente,33618.15,4,6,1,1,0,1.7,46.69,Bajo,Selva,0
37,Estándar,23647.64,1,6,0,0,1,3.4,42.26,Alto,Sierra,0
36,Estándar,0.0,3,5,1,1,1,3.9,40.4,Bajo,Sierra,1
45,Estándar,24724.49,5,4,1,1,0,4.6,36.42,Bajo,Costa,0
44,Estándar,14422.2,1,4,0,1,1,4.4,32.73,Medio,Costa,0
71,Estándar,9124.08,4,8,0,0,0,1.1,41.54,Medio,Selva,0
19,Preferente,8721.81,5,6,0,0,0,2.8,23.99,Medio,Costa,0
20,Estándar,0.0,2,5,0,0,1,4.9,33.26,Alto,Selva,0
26,Estándar,48935.26,4,11,1,1,0,3.5,35.36,Medio,Selva,0
66,Estándar,48329.55,4,4,0,1,1,1.6,43.69,Muy Alto,Costa,0
41,Preferente,0.0,5,6,1,1,0,3.2,51.58,Bajo,Costa,0
74,Preferente,1701.88,1,9,1,1,1,4.5,39.15,Muy Alto,Costa,0
21,Preferente,10454.12,3,5,1,1,0,1.4,50.16,Medio,Selva,0
31,Estándar,12249.5,4,5,0,0,1,2.5,28.52,Medio,Costa,0
26,Estándar,33818.41,2,6,1,1,0,2.5,46.63,Medio,Sierra,0
66,Estándar,12146.6,2,9,0,1,0,4.8,28.39,Alto,Sierra,0
59,Estándar,6297.22,4,4,0,1,1,1.8,28.83,Medio,Sierra,1
38,Preferente,27390.72,3,6,1,1,2,3.3,37.93,Medio,Sierra,0
25,Estándar,16976.83,2,8,0,1,0,1.3,20.26,Medio,Costa,1
65,Preferente,0.0,2,8,1,0,0,3.6,42.49,Alto,Sierra,0
47,Estándar,17696.74,2,7,0,1,0,2.4,30.41,Alto,Sierra,0
31,Premium,29813.88,4,5,1,1,0,4.5,28.89,Alto,Sierra,0
39,Estándar,28081.46,2,7,0,1,0,3.0,41.6,Bajo,Sierra,1
65,Estándar,17984.66,4,7,1,1,0,2.1,17.53,Bajo,Sierra,0
31,Estándar,31246.65,5,10,1,0,0,4.7,37.33,Medio,Sierra,0
42,Estándar,21904.57,3,8,0,1,0,2.3,33.28,Bajo,Sierra,1
70,Premium,26983.79,1,3,0,0,0,2.3,37.13,Bajo,Costa,0
55,Preferente,27208.2,3,2,1,0,2,3.1,25.73,Bajo,Sierra,0
27,Estándar,58647.71,2,0,0,1,0,3.4,36.07,Alto,Costa,0
26,Premium,36875.28,2,5,1,1,1,2.8,28.18,Alto,Costa,1
31,Estándar,24899.63,1,7,1,1,2,4.5,16.99,Alto,Costa,0
61,Estándar,19057.92,2,5,1,1,0,1.4,20.07,Muy Alto,Sierra,0
63,Estándar,6231.77,5,6,1,0,0,4.7,36.32,Alto,Costa,0
60,Preferente,29186.86,4,5,1,0,0,3.4,28.86,Medio,Costa,0
58,Estándar,7726.41,4,8,1,0,1,4.7,42.88,Medio,Costa,0
41,Estándar,29669.49,1,2,1,1,0,1.1,32.23,Medio,Sierra,0
18,Estándar,22141.08,4,8,1,1,0,4.8,31.22,Medio,Selva,0
49,Estándar,0.0,2,1,0,1,1,2.8,41.65,Medio,Costa,0
64,Preferente,15750.7,3,5,1,1,2,1.8,36.75,Medio,Sierra,0
21,Estándar,21022.05,1,11,1,0,0,1.5,26.3,Muy Alto,Costa,1
30,Preferente,36849.27,1,4,1,0,1,3.6,56.93,Medio,Selva,0
64,Preferente,24276.25,1,9,1,1,2,3.1,46.03,Medio,Selva,0
54,Estándar,20916.99,2,6,0,1,1,3.6,41.57,Bajo,Sierra,0
31,Preferente,14020.46,2,7,1,0,1,4.1,50.13,Bajo,Costa,0
27,Estándar,40420.05,4,6,1,1,0,1.5,49.36,Medio,Costa,0
74,Estándar,9933.34,5,6,0,1,0,2.1,20.88,Alto,Costa,1
69,Preferente,7927.74,3,8,1,1,1,4.1,42.67,Bajo,Sierra,0
42,Premium,30913.43,3,7,0,1,0,2.8,30.62,Bajo,Sierra,0
60,Estándar,40308.62,4,5,1,1,0,2.9,29.47,Alto,Costa,0
67,Estándar,0.0,2,6,1,0,0,2.7,35.0,Bajo,Costa,0
45,Premium,17165.74,3,6,1,0,0,4.7,45.34,Bajo,Sierra,0
65,Estándar,33029.98,3,5,1,1,0,3.6,38.24,Medio,Selva,0
62,Preferente,31509.22,5,3,1,0,2,2.5,36.85,Alto,Sierra,0
43,Estándar,15859.4,4,6,1,1,0,2.6,42.98,Muy Alto,Costa,0
72,Preferente,0.0,1,3,1,1,0,3.2,30.38,Medio,Sierra,0
57,Premium,16889.4,4,5,0,1,0,4.4,29.71,Bajo,Sierra,0
44,Preferente,34528.21,1,5,1,0,0,3.0,23.53,Medio,Costa,0
45,Estándar,12008.58,3,8,1,0,0,3.8,35.77,Muy Alto,Costa,0
45,Preferente,44048.62,1,8,1,1,0,1.2,43.49,Bajo,Costa,0
73,Estándar,32970.42,1,8,1,1,2,2.2,41.45,Medio,Sierra,0
65,Estándar,49101.85,5,6,0,1,1,1.8,29.81,Medio,Costa,1
61,Preferente,42506.8,1,7,1,1,0,2.0,45.44,Muy Alto,Sierra,0
70,Premium,27115.68,4,6,1,1,0,4.0,31.98,Bajo,Sierra,0
69,Preferente,6594.3,5,8,1,0,0,2.3,33.98,Medio,Sierra,0
34,Premium,28262.0,2,8,1,1,0,3.9,35.38,Medio,Sierra,0
74,Estándar,10960.24,1,9,1,1,0,1.6,44.36,Medio,Selva,0
67,Preferente,17281.64,1,5,1,0,0,4.1,36.35,Medio,Costa,0
32,Estándar,10208.68,5,4,1,1,1,3.8,22.42,Alto,Costa,0
32,Estándar,22825.25,4,13,0,1,0,1.7,33.71,Bajo,Costa,0
68,Estándar,17606.73,3,10,1,1,0,3.4,47.27,Medio,Costa,0
66,Estándar,16867.06,5,4,1,1,1,4.0,35.45,Medio,Costa,1
60,Estándar,1692.14,5,2,1,1,1,2.9,32.29,Bajo,Costa,0
26,Estándar,14620.57,5,6,0,1,0,1.5,38.87,Alto,Selva,0
55,Estándar,0.0,2,10,0,1,0,2.9,42.93,Medio,Costa,0
45,Estándar,24292.68,1,4,1,1,0,3.5,36.24,Medio,Selva,0
49,Preferente,25716.56,3,9,0,1,0,2.0,27.68,Alto,Selva,0
60,Estándar,29604.68,5,3,1,0,0,4.3,39.46,Bajo,Sierra,0
59,Estándar,8895.87,4,3,1,1,0,2.4,53.69,Bajo,Sierra,0
68,Estándar,9045.44,2,8,1,1,0,1.2,41.72,Bajo,Sierra,1
61,Estándar,48748.9,1,7,1,1,0,3.9,24.13,Alto,Costa,0
72,Premium,51807.55,5,3,0,1,0,3.9,33.86,Alto,Sierra,0
67,Preferente,0.0,1,2,1,0,0,4.5,32.63,Alto,Costa,0
64,Preferente,16381.26,2,6,1,1,0,4.0,40.49,Alto,Costa,0
65,Preferente,13374.56,3,7,1,0,3,4.7,22.09,Medio,Selva,1
31,Estándar,30245.58,2,9,1,0,0,2.5,34.94,Alto,Sierra,1
32,Estándar,32855.32,4,8,0,1,1,2.0,28.14,Bajo,Costa,0
55,Estándar,0.0,5,5,1,1,0,3.9,33.88,Medio,Costa,0
51,Estándar,16986.02,2,6,1,0,3,3.3,31.91,Bajo,Costa,0
20,Estándar,13422.42,4,4,1,1,0,3.0,43.65,Medio,Costa,0
74,Premium,3344.6,3,12,1,0,0,4.7,48.56,Bajo,Costa,0
23,Estándar,8146.06,3,2,1,1,0,2.9,31.3,Medio,Costa,0
62,Estándar,6315.72,2,8,1,1,1,1.4,42.6,Bajo,Costa,0
54,Estándar,49240.28,5,7,0,0,0,1.0,32.56,Medio,Costa,0
65,Estándar,34877.17,4,11,1,1,0,1.0,28.92,Bajo,Sierra,1
36,Premium,29462.53,4,6,1,1,0,2.9,21.9,Bajo,Sierra,0
39,Estándar,23514.64,4,9,1,1,0,4.2,36.82,Alto,Costa,0
35,Estándar,36461.92,3,8,0,1,2,3.0,35.47,Bajo,Costa,0
59,Estándar,38422.47,1,3,1,1,1,1.5,31.29,Medio,Selva,0
32,Estándar,0.0,4,5,0,0,0,3.4,43.09,Medio,Costa,0
46,Estándar,26060.65,3,3,1,1,0,4.5,28.88,Medio,Selva,0
26,Estándar,27214.34,3,6,0,1,0,4.9,29.35,Bajo,Selva,0
44,Estándar,32469.68,4,5,1,1,1,2.4,44.16,Alto,Sierra,1
25,Estándar,33568.67,1,8,1,1,0,1.9,36.87,Medio,Costa,1
47,Estándar,31325.92,5,7,1,0,0,3.2,20.49,Alto,Costa,0
74,Preferente,14706.26,3,2,1,1,2,3.5,33.99,Medio,Costa,0
60,Estándar,7200.59,4,5,1,1,0,4.2,32.02,Bajo,Sierra,0
61,Estándar,25706.9,5,5,1,1,0,4.3,32.25,Muy Alto,Costa,0
27,Preferente,28945.34,4,11,0,0,0,4.1,27.29,Alto,Selva,0
50,Estándar,25762.24,1,4,1,1,1,1.2,24.04,Muy Alto,Costa,1
51,Estándar,11170.33,3,7,0,0,1,3.6,38.85,Medio,Sierra,0
43,Preferente,0.0,1,8,1,0,1,3.4,47.89,Bajo,Costa,0
74,Preferente,24881.5,3,11,0,1,1,4.5,36.86,Medio,Costa,1
65,Estándar,2900.52,1,3,1,1,1,3.0,43.79,Bajo,Sierra,0
47,Estándar,21925.86,5,6,1,1,0,3.6,40.06,Bajo,Costa,0
73,Estándar,36016.9,3,4,1,1,0,4.9,30.18,Bajo,Costa,0
35,Premium,11982.34,2,4,0,0,0,2.3,33.67,Muy Alto,Sierra,0
44,Estándar,23931.7,2,1,0,1,0,1.9,23.97,Bajo,Costa,1
30,Estándar,9696.96,4,11,1,1,0,4.4,32.5,Medio,Costa,0
53,Preferente,17775.46,2,10,0,1,0,4.8,21.02,Bajo,Sierra,0
57,Preferente,12664.7,5,4,1,1,0,1.1,35.56,Medio,Sierra,0
32,Estándar,42442.77,2,6,1,0,2,1.2,32.07,Bajo,Selva,1
38,Estándar,44415.02,4,4,0,1,0,4.3,22.88,Medio,Sierra,0
28,Estándar,28481.24,1,5,0,1,0,2.4,42.93,Alto,Selva,0
61,Estándar,6036.09,2,2,1,0,0,3.9,45.14,Alto,Costa,1
52,Preferente,27714.68,5,6,0,1,0,2.4,41.46,Medio,Selva,0
34,Preferente,33237.97,2,9,0,0,0,3.5,57.61,Alto,Costa,0
56,Estándar,19434.82,1,8,0,1,0,3.5,32.75,Muy Alto,Selva,1
65,Preferente,6227.04,4,3,1,0,0,3.7,29.51,Bajo,Selva,1
62,Estándar,7042.42,5,4,1,0,0,4.9,41.62,Medio,Costa,0
71,Estándar,8871.53,5,4,0,1,1,4.6,26.15,Bajo,Costa,0
61,Estándar,15441.53,3,6,0,1,1,2.7,36.58,Alto,Costa,0
27,Preferente,11636.9,4,5,1,1,2,4.6,38.15,Alto,Sierra,0
31,Estándar,34636.22,2,10,1,1,1,1.6,38.3,Bajo,Sierra,0
21,Estándar,18406.47,5,7,1,1,1,2.0,37.43,Alto,Costa,1
54,Estándar,17343.71,4,2,1,1,0,3.4,31.6,Muy Alto,Costa,0
54,Estándar,20242.38,5,5,1,1,1,1.9,32.2,Muy Alto,Sierra,1
63,Preferente,27253.85,1,6,0,0,1,1.0,40.61,Muy Alto,Costa,0
27,Estándar,37368.31,5,4,1,1,0,4.3,12.89,Alto,Costa,0
39,Preferente,4978.21,1,7,1,0,0,4.3,36.33,Bajo,Sierra,0
23,Estándar,5304.1,1,6,1,0,1,1.9,33.87,Muy Alto,Costa,1
20,Estándar,21854.58,4,6,1,1,0,2.1,34.95,Bajo,Costa,0
22,Preferente,34436.59,1,2,0,0,0,1.5,42.1,Alto,Costa,0
42,Preferente,3979.44,1,8,1,0,2,1.2,39.55,Medio,Costa,0
42,Premium,41262.53,1,4,1,0,0,1.6,42.37,Bajo,Costa,0
44,Estándar,1318.33,2,7,1,1,1,4.1,41.76,Alto,Costa,0
46,Estándar,31439.33,5,8,1,1,1,3.4,36.26,Medio,Costa,0
37,Preferente,21547.59,2,8,0,1,0,4.5,26.81,Medio,Costa,0
72,Estándar,965.28,3,2,1,0,1,3.6,36.78,Medio,Sierra,0
37,Preferente,22140.01,1,9,1,0,0,4.7,44.59,Medio,Costa,1
73,Estándar,16161.44,5,9,1,1,1,4.9,41.77,Alto,Costa,0
46,Estándar,3411.81,3,6,1,1,1,1.3,34.76,Muy Alto,Costa,1
25,Estándar,19477.27,3,10,1,0,0,3.1,37.56,Medio,Costa,1
28,Preferente,28327.49,1,6,0,1,0,3.8,35.73,Muy Alto,Costa,0
60,Preferente,32678.8,4,5,1,0,1,3.6,40.27,Alto,Costa,0
25,Preferente,10437.51,3,11,0,0,0,2.5,40.64,Bajo,Selva,0
69,Estándar,1497.22,3,7,1,0,0,4.3,33.84,Medio,Sierra,1
56,Preferente,37455.41,1,3,0,0,0,2.0,38.7,Alto,Costa,0
19,Premium,32009.39,5,6,1,0,0,1.7,35.79,Alto,Sierra,0
30,Premium,32547.77,5,4,1,0,0,4.3,49.13,Medio,Costa,0
43,Preferente,24204.57,5,4,1,0,0,1.9,32.97,Medio,Costa,0
51,Preferente,0.0,3,5,0,0,1,4.9,37.97,Medio,Costa,0
46,Preferente,32383.61,1,7,1,1,1,1.8,46.31,Alto,Selva,0
37,Preferente,39033.95,2,6,1,1,1,3.9,24.36,Alto,Sierra,0
46,Premium,3535.37,5,8,0,0,1,1.5,33.35,Medio,Sierra,1
71,Estándar,48433.5,4,4,0,1,0,2.0,25.42,Medio,Selva,1
44,Estándar,17363.59,5,7,1,1,0,3.1,31.31,Medio,Costa,0
62,Preferente,21338.35,3,7,0,0,0,4.9,38.5,Medio,Sierra,0
40,Premium,8245.66,1,6,1,1,0,4.1,35.02,Medio,Costa,0
27,Preferente,24986.72,4,6,0,1,0,1.3,28.74,Bajo,Costa,0
67,Estándar,10947.78,5,6,1,1,0,2.6,56.45,Alto,Costa,0
42,Estándar,18015.32,2,9,1,1,1,4.8,43.42,Medio,Costa,1
57,Estándar,26106.16,4,4,1,1,0,4.1,43.46,Muy Alto,Costa,0
19,Premium,17541.02,2,7,1,1,2,2.8,22.14,Bajo,Costa,0
46,Estándar,23325.77,4,7,0,0,0,4.3,15.52,Muy Alto,Costa,0
28,Estándar,23473.55,3,7,1,1,0,5.0,36.99,Muy Alto,Selva,0
71,Estándar,41681.64,3,3,1,0,0,3.0,31.89,Medio,Selva,0
61,Estándar,0.0,3,7,1,1,0,3.3,35.75,Medio,Costa,0
64,Estándar,0.0,1,7,0,0,1,4.2,35.93,Medio,Costa,0
18,Preferente,0.0,5,6,1,0,0,4.7,37.42,Medio,Sierra,0
40,Estándar,22848.54,4,5,1,1,1,4.7,37.85,Bajo,Costa,0
23,Preferente,22552.4,2,2,1,0,0,4.4,34.07,Muy Alto,Costa,0
34,Estándar,30280.99,1,6,0,1,0,1.1,31.15,Alto,Sierra,0
38,Estándar,23474.59,2,3,1,0,1,3.9,51.67,Alto,Costa,1
53,Estándar,911.57,2,7,1,1,0,4.1,39.15,Medio,Costa,0
24,Premium,11659.9,1,9,1,0,0,2.4,42.25,Medio,Sierra,1
57,Estándar,16158.68,3,6,1,1,2,2.3,26.68,Bajo,Costa,0
37,Preferente,25721.77,2,7,1,1,1,4.2,28.15,Alto,Sierra,0
65,Preferente,13264.36,5,8,1,1,0,2.5,41.58,Medio,Selva,0
38,Preferente,27558.61,4,4,1,1,1,2.6,35.69,Bajo,Costa,0
72,Estándar,3775.88,1,9,0,1,1,4.5,28.09,Medio,Sierra,0
54,Preferente,12474.6,2,5,1,1,0,1.1,33.46,Medio,Selva,0
46,Estándar,35048.98,2,7,0,1,1,3.9,36.44,Medio,Sierra,0
26,Premium,2682.23,3,5,0,1,2,3.6,31.85,Bajo,Costa,0
73,Estándar,30909.15,5,7,1,0,0,2.5,21.31,Bajo,Costa,0
46,Preferente,15275.49,4,4,0,0,0,3.5,19.69,Alto,Sierra,0
24,Estándar,26122.89,1,7,0,1,0,4.1,36.36,Medio,Sierra,0
60,Premium,33350.77,1,8,1,1,2,3.1,35.4,Bajo,Costa,0
57,Estándar,30777.74,3,8,1,0,0,1.2,14.06,Bajo,Sierra,1
56,Estándar,23247.16,2,4,0,1,0,2.1,33.27,Muy Alto,Costa,0
61,Estándar,19747.47,2,7,1,1,0,2.2,30.6,Medio,Costa,0
46,Preferente,28559.42,1,5,1,0,0,1.4,34.47,Medio,Costa,0
59,Estándar,20491.6,3,2,1,0,0,1.2,38.44,Alto,Costa,0
63,Preferente,14401.49,4,7,1,1,0,1.2,40.59,Medio,Costa,0
67,Preferente,28879.81,4,2,1,0,1,1.9,26.32,Bajo,Sierra,0
47,Estándar,42648.3,4,10,0,1,1,1.3,41.22,Bajo,Costa,1
19,Preferente,16401.7,1,9,0,1,0,1.8,30.27,Bajo,Costa,1
52,Preferente,0.0,4,4,1,1,0,4.8,21.91,Bajo,Costa,0
32,Preferente,0.0,5,7,1,1,0,1.4,43.88,Alto,Sierra,0
18,Preferente,31811.52,4,8,1,1,0,3.3,36.41,Alto,Sierra,0
61,Preferente,12306.56,5,7,1,1,3,5.0,38.26,Muy Alto,Costa,0
39,Estándar,2509.63,5,4,1,1,2,4.1,26.06,Alto,Costa,0
54,Preferente,27113.59,5,7,1,1,1,1.6,27.55,Medio,Costa,0
25,Estándar,26087.49,4,7,1,1,1,2.5,37.23,Alto,Selva,0
23,Estándar,14558.47,3,6,1,0,0,1.6,51.76,Bajo,Selva,0
71,Estándar,15222.64,5,5,1,0,0,2.8,26.09,Bajo,Costa,0
53,Estándar,29072.52,2,5,1,1,1,1.6,45.8,Muy Alto,Costa,0
57,Estándar,23208.27,3,5,1,0,0,4.9,34.72,Medio,Selva,0
41,Estándar,26996.36,2,5,1,1,0,3.9,43.57,Bajo,Selva,0
29,Estándar,14144.37,3,7,1,1,0,3.6,27.04,Medio,Costa,0
63,Estándar,26576.69,5,6,0,0,0,3.7,30.53,Bajo,Costa,0
52,Estándar,23006.78,1,7,0,1,2,3.6,37.15,Muy Alto,Costa,0
53,Estándar,33068.97,1,7,1,1,1,1.9,27.39,Medio,Sierra,0
33,Estándar,32726.37,1,4,0,1,0,1.8,38.72,Alto,Sierra,0
62,Estándar,3808.85,3,4,1,1,0,4.2,45.52,Bajo,Costa,0
46,Estándar,39807.19,1,6,1,0,0,4.9,35.55,Muy Alto,Sierra,1
48,Estándar,9914.72,5,10,0,1,0,3.3,45.63,Alto,Sierra,0
59,Estándar,24424.46,5,6,0,1,1,1.2,42.61,Alto,Sierra,1
50,Premium,19995.76,1,7,1,0,1,1.6,36.36,Medio,Sierra,0
51,Preferente,18270.78,5,8,1,1,1,2.2,54.24,Alto,Costa,1
48,Preferente,23241.23,4,6,1,0,1,1.4,42.84,Muy Alto,Costa,0
54,Preferente,29903.58,4,5,1,0,2,1.5,28.6,Alto,Costa,0
43,Estándar,13139.0,5,4,0,0,0,3.4,20.2,Bajo,Sierra,0
35,Estándar,0.0,2,14,1,1,0,4.0,41.5,Medio,Costa,0
28,Estándar,30508.76,2,6,1,0,0,4.3,29.81,Alto,Sierra,0
71,Estándar,16819.52,1,5,0,1,1,2.4,34.98,Muy Alto,Selva,0
51,Premium,0.0,3,6,0,1,2,1.7,41.65,Alto,Sierra,0
41,Preferente,42925.87,5,6,1,0,2,2.4,27.67,Muy Alto,Sierra,0
68,Preferente,0.0,1,3,1,0,0,1.5,51.66,Bajo,Sierra,0
56,Estándar,0.0,5,5,1,0,1,3.0,21.77,Bajo,Costa,0
21,Estándar,25673.8,3,3,1,0,1,3.2,43.9,Alto,Costa,0
43,Estándar,21739.69,1,14,1,0,1,4.4,41.7,Muy Alto,Sierra,0
44,Estándar,24605.46,3,5,1,1,0,1.9,28.51,Bajo,Costa,0
57,Estándar,55470.16,5,4,1,1,0,3.4,53.46,Medio,Selva,0
55,Preferente,25308.69,5,9,0,0,1,4.3,30.08,Bajo,Selva,0
41,Estándar,29315.1,4,5,1,0,1,1.3,45.35,Medio,Costa,0
30,Estándar,23734.02,1,4,1,0,0,2.4,33.13,Medio,Sierra,0
62,Estándar,15837.42,3,6,1,1,1,3.3,36.76,Medio,Costa,0
20,Premium,30664.95,5,4,1,1,1,2.7,42.33,Bajo,Costa,0
31,Estándar,30114.31,4,5,1,0,0,3.9,37.3,Medio,Sierra,0
23,Premium,24062.21,1,7,0,0,0,3.2,29.59,Medio,Sierra,0
26,Preferente,19017.0,3,5,1,1,0,3.7,20.53,Medio,Costa,0
40,Estándar,22939.44,5,10,1,0,0,1.3,38.84,Medio,Costa,0
68,Preferente,32422.82,4,7,1,1,0,3.0,26.15,Muy Alto,Sierra,0
47,Estándar,23067.96,2,4,1,1,0,3.5,31.41,Bajo,Costa,0
55,Estándar,527.09,2,6,1,1,0,4.0,32.82,Alto,Costa,0
34,Estándar,19061.79,2,7,0,1,0,1.4,15.74,Medio,Sierra,0
40,Preferente,0.0,4,4,1,1,1,2.8,21.71,Medio,Costa,0
72,Estándar,34471.01,1,6,1,0,0,4.6,39.42,Alto,Costa,0
46,Estándar,2036.83,4,6,0,1,0,2.8,27.2,Medio,Costa,1
53,Preferente,6004.04,2,7,0,1,2,2.5,34.02,Alto,Selva,0
61,Estándar,12463.24,4,6,0,1,0,2.5,39.81,Muy Alto,Selva,1
18,Preferente,35471.02,2,4,0,1,1,1.7,41.58,Bajo,Sierra,0
70,Estándar,0.0,5,8,0,0,1,4.2,37.26,Bajo,Sierra,0
69,Estándar,28219.67,3,7,1,0,2,1.0,38.34,Medio,Costa,0
51,Estándar,20570.85,3,6,1,0,0,5.0,30.59,Alto,Costa,1
23,Preferente,0.0,1,11,1,0,1,1.7,48.06,Medio,Costa,0
61,Estándar,1128.5,2,6,1,1,1,2.4,23.03,Medio,Costa,0
43,Preferente,23757.62,1,4,1,1,1,3.2,41.79,Muy Alto,Costa,1
20,Preferente,29882.95,5,6,1,1,1,3.8,38.39,Medio,Costa,0
65,Preferente,46523.85,3,8,1,0,0,1.4,42.47,Medio,Costa,0
22,Premium,19015.53,4,12,0,0,0,1.1,29.31,Medio,Costa,0
70,Estándar,29961.75,1,8,0,1,1,3.8,28.04,Muy Alto,Sierra,0
51,Preferente,4736.54,4,6,1,0,2,2.1,30.02,Alto,Costa,0
49,Estándar,28047.12,5,10,1,0,0,1.9,22.92,Muy Alto,Selva,0
49,Preferente,48991.38,5,5,1,1,3,4.5,15.48,Medio,Selva,0
57,Preferente,1544.62,4,7,1,0,0,1.7,32.73,Alto,Costa,0
51,Estándar,22054.33,5,4,1,0,0,4.8,43.44,Bajo,Sierra,0
32,Estándar,20509.89,2,3,0,1,1,1.6,15.14,Bajo,Costa,0
39,Estándar,12966.64,1,4,1,1,1,2.7,28.27,Medio,Costa,0
29,Estándar,13330.97,3,3,0,1,2,5.0,23.65,Muy Alto,Selva,0
63,Premium,34524.45,5,5,1,0,0,4.8,49.93,Medio,Costa,0
60,Estándar,6474.51,4,7,1,1,0,3.8,36.2,Bajo,Costa,0
65,Estándar,25504.37,3,5,1,0,1,2.2,32.9,Bajo,Selva,0
68,Estándar,10743.53,1,4,0,0,0,2.4,45.14,Alto,Sierra,0
74,Estándar,21380.61,1,9,1,1,1,2.8,26.4,Medio,Selva,0
37,Estándar,0.0,1,6,1,0,0,2.0,41.09,Medio,Costa,0
42,Estándar,22422.79,1,3,1,1,0,3.4,31.2,Bajo,Sierra,0
27,Estándar,30424.25,3,7,1,0,0,2.2,32.27,Alto,Sierra,0
48,Estándar,20270.92,5,10,1,0,0,3.8,36.1,Medio,Selva,0
43,Estándar,29681.46,2,6,1,0,0,3.9,49.51,Alto,Sierra,0
26,Estándar,4210.23,3,7,1,1,0,2.2,37.37,Medio,Sierra,0
27,Preferente,1840.02,2,4,0,0,4,3.0,35.52,Medio,Sierra,0
74,Preferente,35934.7,3,6,0,0,0,3.3,39.55,Bajo,Sierra,0
49,Preferente,34740.37,4,6,0,1,0,4.3,20.74,Bajo,Costa,0
72,Preferente,18408.23,4,9,0,1,0,2.7,40.47,Medio,Costa,0
68,Estándar,8038.73,2,8,1,1,0,1.9,34.94,Bajo,Costa,0
36,Estándar,17818.62,2,5,1,1,1,2.8,46.05,Medio,Costa,1
46,Estándar,15946.56,1,9,0,1,0,2.2,39.53,Medio,Sierra,1
67,Estándar,32700.27,5,8,0,1,0,2.9,35.68,Medio,Selva,0
50,Estándar,19599.83,2,7,1,0,0,3.5,41.41,Medio,Selva,0
32,Preferente,13217.23,2,6,0,1,1,4.2,39.79,Bajo,Sierra,0
66,Preferente,19719.04,3,6,1,0,1,1.6,35.8,Bajo,Selva,0
28,Premium,17202.89,1,7,1,0,0,3.3,43.39,Bajo,Sierra,0
49,Preferente,13144.84,4,6,1,1,0,4.4,43.46,Bajo,Costa,0
19,Preferente,15485.39,2,8,1,0,0,3.6,43.73,Medio,Costa,0
62,Estándar,0.0,4,4,0,0,3,1.8,34.94,Alto,Costa,0
